concept,label,value,numeric_value,unit,scale,period_start,period_end,period_type,fiscal_year,fiscal_period,filing_date,form_type,accession,data_quality,confidence_score,is_audited,is_estimated,statement_type
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1825000000.0,1825000000.0,USD,,,2014-09-30,instant,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,7436000000.0,7436000000.0,USD,,2013-07-01,2013-09-30,duration,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,8022000000.0,8022000000.0,USD,,2014-07-01,2014-09-30,duration,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,9677000000.0,9677000000.0,USD,,2013-07-01,2013-09-30,duration,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,10643000000.0,10643000000.0,USD,,2014-07-01,2014-09-30,duration,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",18529000000.0,18529000000.0,USD,,2013-07-01,2013-09-30,duration,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23201000000.0,23201000000.0,USD,,2014-07-01,2014-09-30,duration,2015,Q1,2014-10-23,10-Q,0001193125-14-380252,high,0.9,False,False,IncomeStatement
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",93243000000.0,93243000000.0,USD,,2012-07-01,2013-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",96248000000.0,96248000000.0,USD,,2013-07-01,2014-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:CostOfRevenue,Cost of Revenue,20385000000.0,20385000000.0,USD,,2012-07-01,2013-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,27078000000.0,27078000000.0,USD,,2013-07-01,2014-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,33038000000.0,33038000000.0,USD,,2014-07-01,2015-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,25158000000.0,25158000000.0,USD,,,2014-06-30,instant,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,25318000000.0,25318000000.0,USD,,,2015-06-30,instant,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23150000000.0,23150000000.0,USD,,,2014-06-30,instant,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23223000000.0,23223000000.0,USD,,,2015-06-30,instant,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2008000000.0,2008000000.0,USD,,,2014-06-30,instant,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2095000000.0,2095000000.0,USD,,,2015-06-30,instant,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44253000000.0,44253000000.0,USD,,2012-07-01,2013-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44325000000.0,44325000000.0,USD,,2013-07-01,2014-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,45072000000.0,45072000000.0,USD,,2014-07-01,2015-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41921000000.0,41921000000.0,USD,,2012-07-01,2013-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41739000000.0,41739000000.0,USD,,2013-07-01,2014-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,44920000000.0,44920000000.0,USD,,2014-07-01,2015-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",77849000000.0,77849000000.0,USD,,2012-07-01,2013-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",18529000000.0,18529000000.0,USD,,2013-07-01,2013-09-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",24519000000.0,24519000000.0,USD,,2013-10-01,2013-12-31,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20403000000.0,20403000000.0,USD,,2014-01-01,2014-03-31,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",86833000000.0,86833000000.0,USD,,2013-07-01,2014-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23382000000.0,23382000000.0,USD,,2014-04-01,2014-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23201000000.0,23201000000.0,USD,,2014-07-01,2014-09-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",26470000000.0,26470000000.0,USD,,2014-10-01,2014-12-31,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21729000000.0,21729000000.0,USD,,2015-01-01,2015-03-31,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",93580000000.0,93580000000.0,USD,,2014-07-01,2015-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",22180000000.0,22180000000.0,USD,,2015-04-01,2015-06-30,duration,2015,FY,2015-07-31,10-K,0001193125-15-272806,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,14647000000.0,14647000000.0,USD,,2012-07-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,4787000000.0,4787000000.0,USD,,2013-01-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,19339000000.0,19339000000.0,USD,,2013-07-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,5941000000.0,5941000000.0,USD,,2014-01-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,22399000000.0,22399000000.0,USD,,,2013-06-30,instant,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,19512000000.0,19512000000.0,USD,,,2014-03-31,instant,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20639000000.0,20639000000.0,USD,,,2013-06-30,instant,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",17670000000.0,17670000000.0,USD,,,2014-03-31,instant,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1760000000.0,1760000000.0,USD,,,2013-06-30,instant,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1842000000.0,1842000000.0,USD,,,2014-03-31,instant,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,28632000000.0,28632000000.0,USD,,2012-07-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,9686000000.0,9686000000.0,USD,,2013-01-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,27456000000.0,27456000000.0,USD,,2013-07-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10175000000.0,10175000000.0,USD,,2014-01-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,30852000000.0,30852000000.0,USD,,2012-07-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11599000000.0,11599000000.0,USD,,2013-01-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,30394000000.0,30394000000.0,USD,,2013-07-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,10139000000.0,10139000000.0,USD,,2014-01-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",57953000000.0,57953000000.0,USD,,2012-07-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20489000000.0,20489000000.0,USD,,2013-01-01,2013-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",63451000000.0,63451000000.0,USD,,2013-07-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20403000000.0,20403000000.0,USD,,2014-01-01,2014-03-31,duration,2014,Q3,2014-04-24,10-Q,0001193125-14-157088,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9860000000.0,9860000000.0,USD,,2012-07-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,5692000000.0,5692000000.0,USD,,2012-10-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,13398000000.0,13398000000.0,USD,,2013-07-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,8284000000.0,8284000000.0,USD,,2013-10-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,22399000000.0,22399000000.0,USD,,,2013-06-30,instant,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,19474000000.0,19474000000.0,USD,,,2013-12-31,instant,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20639000000.0,20639000000.0,USD,,,2013-06-30,instant,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",17616000000.0,17616000000.0,USD,,,2013-12-31,instant,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1760000000.0,1760000000.0,USD,,,2013-06-30,instant,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1858000000.0,1858000000.0,USD,,,2013-12-31,instant,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,18946000000.0,18946000000.0,USD,,2012-07-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10737000000.0,10737000000.0,USD,,2012-10-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,17281000000.0,17281000000.0,USD,,2013-07-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,9845000000.0,9845000000.0,USD,,2013-10-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,19253000000.0,19253000000.0,USD,,2012-07-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,10483000000.0,10483000000.0,USD,,2012-10-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,20255000000.0,20255000000.0,USD,,2013-07-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,10578000000.0,10578000000.0,USD,,2013-10-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",37464000000.0,37464000000.0,USD,,2012-07-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21456000000.0,21456000000.0,USD,,2012-10-01,2012-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",43048000000.0,43048000000.0,USD,,2013-07-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",24519000000.0,24519000000.0,USD,,2013-10-01,2013-12-31,duration,2014,Q2,2014-01-23,10-Q,0001193125-14-018634,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,4168000000.0,4168000000.0,USD,,2012-07-01,2012-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,5114000000.0,5114000000.0,USD,,2013-07-01,2013-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,22399000000.0,22399000000.0,USD,,,2013-06-30,instant,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,20214000000.0,20214000000.0,USD,,,2013-09-30,instant,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20639000000.0,20639000000.0,USD,,,2013-06-30,instant,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18585000000.0,18585000000.0,USD,,,2013-09-30,instant,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1760000000.0,1760000000.0,USD,,,2013-06-30,instant,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1629000000.0,1629000000.0,USD,,,2013-09-30,instant,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,8209000000.0,8209000000.0,USD,,2012-07-01,2012-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,7436000000.0,7436000000.0,USD,,2013-07-01,2013-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,8770000000.0,8770000000.0,USD,,2012-07-01,2012-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,9677000000.0,9677000000.0,USD,,2013-07-01,2013-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",16008000000.0,16008000000.0,USD,,2012-07-01,2012-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",18529000000.0,18529000000.0,USD,,2013-07-01,2013-09-30,duration,2014,Q1,2013-10-24,10-Q,0001193125-13-409855,high,0.9,False,False,IncomeStatement
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",93243000000.0,93243000000.0,USD,,2012-07-01,2013-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",96248000000.0,96248000000.0,USD,,2013-07-01,2014-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:CostOfRevenue,Cost of Revenue,17530000000.0,17530000000.0,USD,,2011-07-01,2012-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,20249000000.0,20249000000.0,USD,,2012-07-01,2013-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,26934000000.0,26934000000.0,USD,,2013-07-01,2014-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,22399000000.0,22399000000.0,USD,,,2013-06-30,instant,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,25158000000.0,25158000000.0,USD,,,2014-06-30,instant,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20639000000.0,20639000000.0,USD,,,2013-06-30,instant,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23150000000.0,23150000000.0,USD,,,2014-06-30,instant,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1760000000.0,1760000000.0,USD,,,2013-06-30,instant,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2008000000.0,2008000000.0,USD,,,2014-06-30,instant,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,36104000000.0,36104000000.0,USD,,2011-07-01,2012-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44253000000.0,44253000000.0,USD,,2012-07-01,2013-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44325000000.0,44325000000.0,USD,,2013-07-01,2014-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,33347000000.0,33347000000.0,USD,,2011-07-01,2012-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41921000000.0,41921000000.0,USD,,2012-07-01,2013-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41739000000.0,41739000000.0,USD,,2013-07-01,2014-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",73723000000.0,73723000000.0,USD,,2011-07-01,2012-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",16008000000.0,16008000000.0,USD,,2012-07-01,2012-09-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21456000000.0,21456000000.0,USD,,2012-10-01,2012-12-31,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20489000000.0,20489000000.0,USD,,2013-01-01,2013-03-31,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",77849000000.0,77849000000.0,USD,,2012-07-01,2013-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",19896000000.0,19896000000.0,USD,,2013-04-01,2013-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",18529000000.0,18529000000.0,USD,,2013-07-01,2013-09-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",24519000000.0,24519000000.0,USD,,2013-10-01,2013-12-31,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20403000000.0,20403000000.0,USD,,2014-01-01,2014-03-31,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",86833000000.0,86833000000.0,USD,,2013-07-01,2014-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23382000000.0,23382000000.0,USD,,2014-04-01,2014-06-30,duration,2014,FY,2014-07-31,10-K,0001193125-14-289961,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,13367000000.0,13367000000.0,USD,,2011-07-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,3952000000.0,3952000000.0,USD,,2012-01-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,14647000000.0,14647000000.0,USD,,2012-07-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,4787000000.0,4787000000.0,USD,,2013-01-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
