concept,label,value,numeric_value,unit,scale,period_start,period_end,period_type,fiscal_year,fiscal_period,filing_date,form_type,accession,data_quality,confidence_score,is_audited,is_estimated,statement_type
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",24090000000.0,24090000000.0,USD,,2016-10-01,2016-12-31,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",22090000000.0,22090000000.0,USD,,2017-01-01,2017-03-31,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",89950000000.0,89950000000.0,USD,,2016-07-01,2017-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23317000000.0,23317000000.0,USD,,2017-04-01,2017-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,25570000000.0,25570000000.0,USD,,2014-07-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7161000000.0,7161000000.0,USD,,2015-01-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,24801000000.0,24801000000.0,USD,,2015-07-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7722000000.0,7722000000.0,USD,,2016-01-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,25318000000.0,25318000000.0,USD,,,2015-06-30,instant,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,25893000000.0,25893000000.0,USD,,,2016-03-31,instant,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23223000000.0,23223000000.0,USD,,,2015-06-30,instant,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20876000000.0,20876000000.0,USD,,,2016-03-31,instant,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2095000000.0,2095000000.0,USD,,,2015-06-30,instant,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",5017000000.0,5017000000.0,USD,,,2016-03-31,instant,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,28385000000.0,28385000000.0,USD,,2014-07-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10163000000.0,10163000000.0,USD,,2015-01-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,36066000000.0,36066000000.0,USD,,2015-07-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,13073000000.0,13073000000.0,USD,,2016-01-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,33347000000.0,33347000000.0,USD,,2014-07-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11209000000.0,11209000000.0,USD,,2015-01-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,35494000000.0,35494000000.0,USD,,2015-07-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,12210000000.0,12210000000.0,USD,,2016-01-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",71400000000.0,71400000000.0,USD,,2014-07-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21729000000.0,21729000000.0,USD,,2015-01-01,2015-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",64706000000.0,64706000000.0,USD,,2015-07-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20531000000.0,20531000000.0,USD,,2016-01-01,2016-03-31,duration,2016,Q3,2016-04-21,10-Q,0001193125-16-550254,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,18409000000.0,18409000000.0,USD,,2014-07-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,10136000000.0,10136000000.0,USD,,2014-10-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,17079000000.0,17079000000.0,USD,,2015-07-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9872000000.0,9872000000.0,USD,,2015-10-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,25318000000.0,25318000000.0,USD,,,2015-06-30,instant,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,25031000000.0,25031000000.0,USD,,,2015-12-31,instant,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23223000000.0,23223000000.0,USD,,,2015-06-30,instant,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20929000000.0,20929000000.0,USD,,,2015-12-31,instant,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2095000000.0,2095000000.0,USD,,,2015-06-30,instant,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",4102000000.0,4102000000.0,USD,,,2015-12-31,instant,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,18222000000.0,18222000000.0,USD,,2014-07-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10200000000.0,10200000000.0,USD,,2014-10-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,22993000000.0,22993000000.0,USD,,2015-07-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,12570000000.0,12570000000.0,USD,,2015-10-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,22138000000.0,22138000000.0,USD,,2014-07-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11495000000.0,11495000000.0,USD,,2014-10-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,23284000000.0,23284000000.0,USD,,2015-07-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11929000000.0,11929000000.0,USD,,2015-10-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",49671000000.0,49671000000.0,USD,,2014-07-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",26470000000.0,26470000000.0,USD,,2014-10-01,2014-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",44175000000.0,44175000000.0,USD,,2015-07-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23796000000.0,23796000000.0,USD,,2015-10-01,2015-12-31,duration,2016,Q2,2016-01-28,10-Q,0001193125-16-441821,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,8273000000.0,8273000000.0,USD,,2014-07-01,2014-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7207000000.0,7207000000.0,USD,,2015-07-01,2015-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,25318000000.0,25318000000.0,USD,,,2015-06-30,instant,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,24387000000.0,24387000000.0,USD,,,2015-09-30,instant,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23223000000.0,23223000000.0,USD,,,2015-06-30,instant,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",21603000000.0,21603000000.0,USD,,,2015-09-30,instant,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2095000000.0,2095000000.0,USD,,,2015-06-30,instant,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2784000000.0,2784000000.0,USD,,,2015-09-30,instant,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,8022000000.0,8022000000.0,USD,,2014-07-01,2014-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10423000000.0,10423000000.0,USD,,2015-07-01,2015-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,10643000000.0,10643000000.0,USD,,2014-07-01,2014-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11355000000.0,11355000000.0,USD,,2015-07-01,2015-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23201000000.0,23201000000.0,USD,,2014-07-01,2014-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20379000000.0,20379000000.0,USD,,2015-07-01,2015-09-30,duration,2016,Q1,2015-10-22,10-Q,0001193125-15-350718,high,0.9,False,False,IncomeStatement
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",96248000000.0,96248000000.0,USD,,2013-07-01,2014-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:CostOfRevenue,Cost of Revenue,27078000000.0,27078000000.0,USD,,2013-07-01,2014-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,33038000000.0,33038000000.0,USD,,2014-07-01,2015-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,32780000000.0,32780000000.0,USD,,2015-07-01,2016-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,25318000000.0,25318000000.0,USD,,,2015-06-30,instant,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,33909000000.0,33909000000.0,USD,,,2016-06-30,instant,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23223000000.0,23223000000.0,USD,,,2015-06-30,instant,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",27468000000.0,27468000000.0,USD,,,2016-06-30,instant,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2095000000.0,2095000000.0,USD,,,2015-06-30,instant,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",6441000000.0,6441000000.0,USD,,,2016-06-30,instant,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44325000000.0,44325000000.0,USD,,2013-07-01,2014-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,45072000000.0,45072000000.0,USD,,2014-07-01,2015-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,57072000000.0,57072000000.0,USD,,2015-07-01,2016-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41739000000.0,41739000000.0,USD,,2013-07-01,2014-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,44920000000.0,44920000000.0,USD,,2014-07-01,2015-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,48498000000.0,48498000000.0,USD,,2015-07-01,2016-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",72948000000.0,72948000000.0,USD,,2013-07-01,2014-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",75956000000.0,75956000000.0,USD,,2014-07-01,2015-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",61502000000.0,61502000000.0,USD,,2015-07-01,2016-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",86833000000.0,86833000000.0,USD,,2013-07-01,2014-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23201000000.0,23201000000.0,USD,,2014-07-01,2014-09-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",26470000000.0,26470000000.0,USD,,2014-10-01,2014-12-31,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21729000000.0,21729000000.0,USD,,2015-01-01,2015-03-31,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",93580000000.0,93580000000.0,USD,,2014-07-01,2015-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",22180000000.0,22180000000.0,USD,,2015-04-01,2015-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20379000000.0,20379000000.0,USD,,2015-07-01,2015-09-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23796000000.0,23796000000.0,USD,,2015-10-01,2015-12-31,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20531000000.0,20531000000.0,USD,,2016-01-01,2016-03-31,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",85320000000.0,85320000000.0,USD,,2015-07-01,2016-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20614000000.0,20614000000.0,USD,,2016-04-01,2016-06-30,duration,2016,FY,2016-07-28,10-K,0001193125-16-662209,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,19445000000.0,19445000000.0,USD,,2013-07-01,2014-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,5978000000.0,5978000000.0,USD,,2014-01-01,2014-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,25570000000.0,25570000000.0,USD,,2014-07-01,2015-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7161000000.0,7161000000.0,USD,,2015-01-01,2015-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,25158000000.0,25158000000.0,USD,,,2014-06-30,instant,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,20198000000.0,20198000000.0,USD,,,2015-03-31,instant,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",23150000000.0,23150000000.0,USD,,,2014-06-30,instant,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18232000000.0,18232000000.0,USD,,,2015-03-31,instant,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2008000000.0,2008000000.0,USD,,,2014-06-30,instant,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1966000000.0,1966000000.0,USD,,,2015-03-31,instant,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,27456000000.0,27456000000.0,USD,,2013-07-01,2014-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10175000000.0,10175000000.0,USD,,2014-01-01,2014-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,28385000000.0,28385000000.0,USD,,2014-07-01,2015-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10163000000.0,10163000000.0,USD,,2015-01-01,2015-03-31,duration,2015,Q3,2015-04-23,10-Q,0001193125-15-144151,high,0.9,False,False,
